0,Anntena,Beam,11,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,Beam[0].x,Beam[0].y,Beam[0].z,Beam[0].q0,Beam[0].q1,Beam[0].q2,Beam[0].q3,Beam[1].x,Beam[1].y,Beam[1].z,Beam[1].q0,Beam[1].q1,Beam[1].q2,Beam[1].q3,Beam[2].x,Beam[2].y,Beam[2].z,Beam[2].q0,Beam[2].q1,Beam[2].q2,Beam[2].q3,Beam[3].x,Beam[3].y,Beam[3].z,Beam[3].q0,Beam[3].q1,Beam[3].q2,Beam[3].q3,Beam[4].x,Beam[4].y,Beam[4].z,Beam[4].q0,Beam[4].q1,Beam[4].q2,Beam[4].q3,Beam[5].x,Beam[5].y,Beam[5].z,Beam[5].q0,Beam[5].q1,Beam[5].q2,Beam[5].q3,Beam[6].x,Beam[6].y,Beam[6].z,Beam[6].q0,Beam[6].q1,Beam[6].q2,Beam[6].q3,Beam[7].x,Beam[7].y,Beam[7].z,Beam[7].q0,Beam[7].q1,Beam[7].q2,Beam[7].q3,Beam[8].x,Beam[8].y,Beam[8].z,Beam[8].q0,Beam[8].q1,Beam[8].q2,Beam[8].q3,Beam[9].x,Beam[9].y,Beam[9].z,Beam[9].q0,Beam[9].q1,Beam[9].q2,Beam[9].q3,Beam[10].x,Beam[10].y,Beam[10].z,Beam[10].q0,Beam[10].q1,Beam[10].q2,Beam[10].q3
0.0,0.0,0.0,0,-1.0,0,0,0.0,0.2,0.0,0,-1.0,0,0,0.0,0.4,0.0,0,-1.0,0,0,0.0,0.6000000000000000,0.0,0,-1.0,0,0,0.0,0.8,0.0,0,-1.0,0,0,0.0,1.0,0.0,0,-1.0,0,0,0.0,1.2000000000000000,0.0,0,-1.0,0,0,0.0,1.4000000000000000,0.0,0,-1.0,0,0,0.0,1.6,0.0,0,-1.0,0,0,0.0,1.8,0.0,0,-1.0,0,0,0.0,2.0,0.0,0,-1.0,0,0,0.0
0.0,0.0,0.0,0,-1.0,0,0,0.0,0.2,0.0,0,-1.0,0,0,0.0,0.4,0.0,0,-1.0,0,0,0.0,0.6000000000000000,0.0,0,-1.0,0,0,0.0,0.8,0.0,0,-1.0,0,0,0.0,1.0,0.0,0,-1.0,0,0,0.0,1.2000000000000000,0.0,0,-1.0,0,0,0.0,1.4000000000000000,0.0,0,-1.0,0,0,0.0,1.6,0.0,0,-1.0,0,0,0.0,1.8,0.0,0,-1.0,0,0,0.0,2.0,0.0,0,-1.0,0,0,0.0
0.010000000000000000,0.0,0.0,0,-0.9999691576447900,0,0,0.007853900888711330,0.1999999986222900,3.18379542989313E-05,0,-0.9999968814727430,0,0,0.0024974076139015700,0.4000000001788210,3.62573134002567E-06,0,-0.9999999535497370,0,0,0.0003047958739662630,0.6000000000014620,1.94418002298965E-07,0,-0.9999999998515490,0,0,1.72308264194494E-05,0.8000000000000030,5.74338258296021E-09,0,-0.9999999999998630,0,0,5.23283589429409E-07,1.0,9.98329377217649E-11,0,-1.0,0,0,9.2388094011046E-09,1.2000000000000000,1.04565442451983E-12,0,-1.0,0,0,9.77004572092216E-11,1.4000000000000000,6.48146595098695E-15,0,-1.0,0,0,6.0942766282777E-13,1.6,2.18772854557421E-17,0,-1.0,0,0,2.06604738819432E-15,1.8,3.09683194835358E-20,0,-1.0,0,0,2.93381809229224E-18,2.0,0.0,0,-1.0,0,0,0.0
0.02000000000000000,0.0,0.0,0,-0.9998766324816610,0,0,0.015707317311820700,0.19999987861778400,0.00023299897216997900,0,-0.9999512304504710,0,0,0.009876068073382830,0.4000000252337420,8.32322717903885E-05,0,-0.9999893478509550,0,0,0.004615645634272420,0.6000000024715390,1.77014033732459E-05,0,-0.9999992650922270,0,0,0.0012123592728630800,0.8000000000760730,2.38694622796212E-06,0,-0.9999999831155390,0,0,0.00018376322447872600,1.0000000000009800,2.12347797650274E-07,0,-0.9999999998472540,0,0,1.74783279929399E-05,1.2000000000000100,1.30260391729617E-08,0,-0.9999999999993760,0,0,1.11698095158655E-06,1.4000000000000000,5.7204071219094E-10,0,-0.9999999999999990,0,0,5.03786787592951E-08,1.6,1.85089855707032E-11,0,-1.0,0,0,1.66014579344961E-09,1.8,4.50455670820184E-13,0,-1.0,0,0,4.09554710731233E-11,2.0,1.71985748608911E-14,0,-1.0,0,0,1.53608219726902E-12
0.03000000000000000,0.0,0.0,0,-0.9997224302180010,0,0,0.023559764833610200,0.19999866911339400,0.0006572261914147680,0,-0.9998804577944040,0,0,0.015461892537904400,0.4000002064818740,0.00037358952156775700,0,-0.9999434942859820,0,0,0.01063053315412670,0.6000000825767100,0.00015224045513192800,0,-0.9999796694323590,0,0,0.006376576036638230,0.8000000111969490,4.56348986916193E-05,0,-0.9999968107952270,0,0,0.0025255493213972100,1.0000000007359200,9.71108554839844E-06,0,-0.9999997969496940,0,0,0.0006372602063417250,1.2000000000244100,1.47762679278784E-06,0,-0.9999999942007470,0,0,0.00010769636309453800,1.40000000000043,1.64936580013533E-07,0,-0.999999999917276,0,0,1.28626632807465E-05,1.6000000000000000,1.3886758048844E-08,0,-0.9999999999993570,0,0,1.13362236744328E-06,1.8,9.02263645239327E-10,0,-0.9999999999999970,0,0,7.63764430184436E-08,2.0,1.00363017620158E-10,0,-1.0,0,0,8.01826820724935E-09
0.04000000000000000,0.0,0.0,0,-0.9995065603657320,0,0,0.03141075907812830,0.19999393973845600,0.0012930434345551600,0,-0.999782615701725,0,0,0.02084997219703010,0.4000003403214900,0.0009032525367633800,0,-0.9999055274373650,0,0,0.013745406512936900,0.6000005090647080,0.0004896450364230990,0,-0.9999504505487800,0,0,0.009954719850010780,0.8000001616832940,0.00023086272105361600,0,-0.999974022757339,0,0,0.0072078991741472,1.0000000310178500,8.74872234509408E-05,0,-0.9999925949845940,0,0,0.0038483731600097700,1.2000000034707400,2.51626725335326E-05,0,-0.99999903972154,0,0,0.001385841259986590,1.4000000002191700,5.43787614347341E-06,0,-0.9999999401223910,0,0,0.0003460566625817340,1.600000000007950,8.95008449223212E-07,0,-0.9999999980348240,0,0,6.26925251882747E-05,1.8000000000001700,1.13701794311167E-07,0,-0.9999999999626120,0,0,8.64726531648883E-06,2.0000000000000000,2.70953268340522E-08,0,-0.9999999999983340,0,0,1.82541905141402E-06
0.05000000000000000,0.0,0.0,0,-0.9992290362407230,0,0,0.03925981575906860,0.19998211742732500,0.00215779212673229,0,-0.9996729940356660,0,0,0.025571566157911000,0.3999992458842960,0.001704850527886580,0,-0.9998588795257680,0,0,0.016799435510608600,0.6000014696251410,0.001021286777345860,0,-0.9999386888742640,0,0,0.011073323458533300,0.8000007090943450,0.0005778393866670180,0,-0.9999672906582400,0,0,0.008088115579006280,1.000000242666850,0.0003056759201896350,0,-0.9999769242777150,0,0,0.006793446259531830,1.2000000621013000,0.0001383034956176550,0,-0.9999890393776560,0,0,0.004682000059119740,1.4000000104562100,4.99034837229233E-05,0,-0.9999974524353040,0,0,0.0022572378920529700,1.6000000010769100,1.40108349952701E-05,0,-0.9999997054444250,0,0,0.0007675357084411010,1.8000000000681200,3.01503667404937E-06,0,-0.9999999806334690,0,0,0.00019680716663487000,2.0000000000046400,1.388925364415E-06,0,-0.9999999973407900,0,0,7.29275046126701E-05
0.060000000000000000,0.0,0.0,0,-0.99888987496197,0,0,0.0471064507096427,0.19995909076112300,0.003259748786079190,0,-0.9995359495923010,0,0,0.03046121259269490,0.3999942726738670,0.002838745140540280,0,-0.9998184456432000,0,0,0.01905454674391500,0.6000029291947570,0.0017993952022933900,0,-0.9999248943945300,0,0,0.0122558382042335,0.800001913479164,0.0010653298892959900,0,-0.9999680431230620,0,0,0.007994543929138630,1.0000007941362500,0.0006277988391445870,0,-0.9999845151050980,0,0,0.005565029202242320,1.200000299808350,0.00036219004983986200,0,-0.9999863700880020,0,0,0.0052210763470709200,1.4000000964929300,0.00018860788922421000,0,-0.9999892653799,0,0,0.004633478711292750,1.6000000225635800,8.14964831549559E-05,0,-0.9999956321284250,0,0,0.0029556258342765800,1.800000003694500,2.70282514184265E-05,0,-0.9999989969165090,0,0,0.0014163918863678300,2.0000000004318800,2.35559260580279E-05,0,-0.9999996317683990,0,0,0.0008581742639039240
0.07000000000000010,0.0,0.0,0,-0.9984890974505380,0,0,0.05495017991244580,0.19992076793550800,0.004601682408006310,0,-0.9993771964680150,0,0,0.03528766327955380,0.3999810583902120,0.004350204260889320,0,-0.999761727076466,0,0,0.021828629665690500,0.6000040605649340,0.0028937907705795600,0,-0.9999154003646360,0,0,0.013007386887034900,0.8000041760410400,0.0017529430424827600,0,-0.9999686479382780,0,0,0.007918531460537920,1.0000019114493500,0.0010477517383752700,0,-0.9999874535290990,0,0,0.005009269845776190,1.2000007715989800,0.0006343018242646250,0,-0.9999954277755100,0,0,0.0030239755412578300,1.4000003142389700,0.0003883118565289110,0,-0.9999954574982140,0,0,0.0030141305443162800,1.6000001195983700,0.00022271454782783000,0,-0.9999926632156200,0,0,0.003830602424091780,1.8000000497717100,0.00010356947032278300,0,-0.9999925708473100,0,0,0.0038546400854364300,1.9999999991589500,0.00017435705366532700,0,-0.9999934292954910,0,0,0.003625102183828360
0.08000000000000010,0.0,0.0,0,-0.9980267284282720,0,0,0.06279051952931340,0.19986340163355200,0.006167128332651890,0,-0.9991808163762060,0,0,0.040468459147575800,0.39995385169784200,0.006266001328840060,0,-0.9996967637193460,0,0,0.024624796629954200,0.6000026550697760,0.0043736281415588500,0,-0.9998946029817080,0,0,0.014518365199017900,0.800007651833919,0.0026985945188806400,0,-0.9999669846458870,0,0,0.008125861075123580,1.0000040247954900,0.001622187822954740,0,-0.9999904599511200,0,0,0.0043680667059903600,1.20000165470271,0.0009759071671303610,0,-0.9999965462289610,0,0,0.002628218055771670,1.400000659700150,0.0005911234530598120,0,-0.9999990366362780,0,0,0.0013880657462064300,1.600000279390980,0.0003547361550440840,0,-0.9999984150405390,0,0,0.0017804259071401500,1.8000003017823900,0.00020622808458566300,0,-0.9999922375806340,0,0,0.003940149550191210,1.9999998254952600,0.0006610446853565130,0,-0.9999864758901610,0,0,0.005200772709520090
0.09000000000000010,0.0,0.0,0,-0.99750279641627,0,0,0.07062698593116670,0.19978365556590700,0.007929323315276980,0,-0.9989537011605440,0,0,0.045732952426570500,0.3999060899650260,0.008581458661389500,0,-0.9996082850166750,0,0,0.027987077840006400,0.5999946321537790,0.006292084610185200,0,-0.9998693730432660,0,0,0.01616282308468590,0.80001190714507,0.00396954430697846,0,-0.9999588511924080,0,0,0.009071709979957860,1.0000075772490200,0.0023905441138896200,0,-0.9999879138608950,0,0,0.004916516260000040,1.200003258975670,0.0014224495928398700,0,-0.9999968580254590,0,0,0.0025067786520580100,1.4000012627573600,0.0008274420789441860,0,-0.9999979451244480,0,0,0.0020272510653712300,1.6000005558625400,0.00044854481308329700,0,-0.9999987437960470,0,0,0.0015850572003647200,1.800000947551670,0.00032272853439132300,0,-0.9999997486836830,0,0,0.000708965845557177,1.9999990414048000,0.0014379086464989400,0,-0.9999999356261960,0,0,0.0003588141637113060
0.10000000000000000,0.0,0.0,0,-0.996917333733128,0,0,0.078459095727845,0.19967871725516800,0.009851640486842160,0,-0.9986858941800750,0,0,0.05124924161141130,0.39983115091800000,0.011268146786241100,0,-0.999506370061897,0,0,0.031416814060151000,0.599973932957889,0.008677098437345470,0,-0.9998307078377990,0,0,0.018399882188928400,0.8000151738152970,0.005615014513819910,0,-0.9999454832196260,0,0,0.010441771337709000,1.0000129328996700,0.0033960962907394500,0,-0.9999815645911360,0,0,0.006072106542492550,1.2000060413931600,0.0019919468103214300,0,-0.9999925831048680,0,0,0.0038514588473906600,1.4000023912431700,0.0011227099826933900,0,-0.9999984476520410,0,0,0.00176201404883513,1.6000012134760500,0.0006026188033248840,0,-0.9999999982708490,0,0,5.88073328824007E-05,1.8000011918998400,0.0006104082373920270,0,-0.9999990102736390,0,0,-0.001406929899653540,1.999998972774090,0.0020142933544159100,0,-0.9999975595734280,0,0,-0.002209263947119600
0.11000000000000000,0.0,0.0,0,-0.9962703764929410,0,0,0.08628636579792340,0.19954632326394400,0.011898644175807100,0,-0.9983849642848630,0,0,0.05681076561633130,0.3997229612891020,0.014276501642843400,0,-0.9993792132341490,0,0,0.03523050035825570,0.5999328527700240,0.011526767835738800,0,-0.9997850155960220,0,0,0.0207345747403416,0.8000138412640630,0.00767369946852596,0,-0.999927292413722,0,0,0.012058602164546000,1.0000199260399300,0.004674985460520300,0,-0.9999763270434510,0,0,0.006880795934247100,1.2000107583474000,0.002738137475256460,0,-0.9999950333299690,0,0,0.0031517162618172400,1.4000046130263400,0.0015507662760677800,0,-0.9999997983571350,0,0,0.0006350477857541140,1.6000022409335500,0.0008943215031034920,0,-0.999999591757989,0,0,-0.0009035949619619580,1.8000005116686300,0.0011088933801488200,0,-0.9999999164622400,0,0,-0.0004087487158764240,2.0000008483097100,0.0021128695675998900,0,-0.9999998624877990,0,0,0.0005244276722263410
0.12000000000000000,0.0,0.0,0,-0.99556196460308,0,0,0.0941083133185144,0.19938485829462700,0.014036378774588400,0,-0.9980404019852720,0,0,0.06257280563532330,0.3995764167811140,0.017548761531605300,0,-0.9992387762114280,0,0,0.039011128098128400,0.5998630574003980,0.01482008987424700,0,-0.9997392427409810,0,0,0.022835203605194500,0.800002388509632,0.010189970521333900,0,-0.9999250597461570,0,0,0.0122423401212579,1.0000275648180400,0.006307343333565030,0,-0.9999847344069510,0,0,0.005525482156316460,1.2000179739633900,0.0037267601620652400,0,-0.9999982124758060,0,0,0.0018907789912020300,1.4000083087220700,0.002136462298417740,0,-0.9999996763526420,0,0,0.0008045462149589210,1.6000034762707600,0.0013191570225542000,0,-0.9999981893545210,0,0,0.0019029681237339600,1.8000002866106800,0.0016831439368719000,0,-0.9999976482307320,0,0,0.0021687630126167400,2.0000026769000300,0.0019687365032819700,0,-0.9999987365543690,0,0,0.0015896193463010000
